id,income_category,gender,total_revolving_bal,total_ct_chng_q4_q1,contacts_count_12_mon,total_trans_ct,total_amt_chng_q4_q1,months_inactive_12_mon,total_relationship_count,culture_objects_top_25,product_type,radiation_raion,detention_facility_km,num_room,__price_predict,__churn_prob,__priority
9056,4,0,0,0.379,3,35,0.691,3,3,0,1,0,27.28165928,1.0,3.997158715308317,0.9815181534991412,-1.0
4208,4,0,2110,0.363,3,37,0.519,3,2,1,1,1,3.939381726,1.0,4.801461896005251,0.9845240659269208,-1.0
8947,4,0,0,0.385,3,39,0.609,3,3,0,1,1,8.051056692,1.0,5.143530636324166,0.9852554100549454,-1.0
6162,4,0,7,0.524,3,44,0.534,3,2,0,0,1,12.15655147,1.0,5.130439142816391,0.9851582238192153,-1.0
306,4,0,16,0.121,3,42,0.585,3,3,0,1,0,26.78622927,1.0,5.884789233535992,0.986917515020238,-1.0
3234,4,0,32,0.383,3,53,0.33,3,3,0,1,0,30.31303863,1.0,4.867674338312076,0.9840016677901988,-1.0
4166,5,1,3,0.289,6,43,0.534,3,3,0,1,0,27.28165928,1.0,4.034981883924434,0.9806889460911952,-1.0
1397,4,0,1777,0.222,3,42,0.432,3,3,0,1,0,35.00939954,1.0,2.383828209687528,0.9672395516602146,-1.0
764,3,1,0,0.204,3,44,0.611,3,2,0,0,1,16.4143671,2.0,6.874757088340138,0.9885435875771924,-1.0
9192,4,0,0,0.325,3,39,0.545,3,3,1,1,0,14.16721426,2.0,7.692780385523827,0.9893099456635948,-1.0
2960,4,0,0,0.278,3,36,0.558,3,3,0,0,1,5.673753757,2.0,6.425033026154758,0.98711916788822,-1.0
1061,5,0,0,0.271,3,33,0.792,3,3,0,1,0,27.47604449,2.0,4.564090141633208,0.9815134648545364,-1.0
5512,4,0,0,0.279,3,39,0.485,3,3,0,0,1,4.518744868,1.0,5.996133237769792,0.9858381572813272,-1.0
6263,4,0,0,0.347,3,49,0.557,3,3,0,1,0,30.31303863,3.0,7.756444146787107,0.9888809065158118,-1.0
5659,5,0,0,0.491,3,34,0.342,3,2,0,0,0,16.18119988,2.0,6.873242704889688,0.986972403602988,-1.0
3771,3,1,0,0.227,3,40,0.523,3,3,0,0,0,29.55337727,2.0,4.366727806681387,0.979407279228711,-1.0
942,4,0,0,0.377,3,33,0.389,3,3,0,0,0,31.14465878,3.0,6.183024227442847,0.9854443948399002,-1.0
4777,4,0,0,0.121,6,50,0.664,3,3,0,0,0,12.87561225,2.0,7.081197860978216,0.9872724761427258,-1.0
1644,3,1,33,0.365,3,39,0.907,3,3,0,0,0,27.1739138,1.0,3.699247441879999,0.9755889471718832,-1.0
6616,3,1,0,0.331,3,49,0.589,3,3,0,0,1,5.929071297,1.0,5.482995874503387,0.982927171556964,-1.0
2412,4,0,0,0.282,3,33,0.473,3,3,0,0,0,4.639489157,1.0,5.535026675488498,0.9830514523860148,-1.0
4260,4,0,1,0.175,3,22,0.391,3,2,0,1,0,12.12977242,2.0,5.123438340323769,0.9815268198755224,-1.0
3830,4,0,0,0.287,3,46,0.762,3,3,0,1,0,30.31303863,3.0,7.869366392596305,0.9877588085181604,-1.0
2767,4,0,10,0.358,3,40,0.423,3,3,0,0,1,3.740075389,1.0,5.554715134846831,0.9826215913253162,-1.0
8420,4,0,0,0.431,3,34,0.481,3,2,0,0,1,5.009594081,1.0,5.4620137002188764,0.9823111943041544,-1.0
2265,4,0,8,0.484,3,42,0.546,3,2,0,1,0,30.21336859,1.0,4.239336576284853,0.976885667199999,-1.0
2935,3,1,2,0.515,3,41,0.874,3,2,0,1,0,37.91922201,1.0,2.253778851281667,0.956519426480272,-1.0
717,4,0,0,0.297,3,51,0.479,3,2,1,1,1,4.11834116,2.0,13.948190845142255,0.9928971565740145,-1.0
136,4,0,33,0.16,3,43,0.625,3,3,0,1,0,12.23917176,3.0,8.229702889099904,0.9878529569869304,-1.0
4834,4,0,48,0.461,3,40,0.579,3,2,0,0,1,9.901238051,1.0,5.503593077913849,0.9817915376250328,-1.0
203,5,0,0,0.57,3,47,0.564,3,2,0,0,0,11.32894858,2.0,6.400625489657244,0.9841778076280104,-1.0
4285,3,1,5,0.38,3,39,0.514,3,3,0,0,0,8.783107067,1.0,5.650756492445304,0.9819858345912872,-1.0
6752,4,0,623,0.231,3,31,0.669,3,2,0,1,0,28.11599063,1.0,4.446262415089771,0.9768849914334709,-1.0
9924,4,0,25,0.393,3,39,0.745,3,3,0,1,0,20.22927931,2.0,6.500177564210495,0.9841502411959744,-1.0
9506,4,0,0,0.582,3,51,0.482,3,2,0,0,0,28.02058429,1.0,4.815339372702398,0.9785098184651804,-1.0
5284,4,0,44,0.378,3,39,0.812,3,3,0,0,0,4.33383909,1.0,5.857027553407874,0.9821909650538102,-1.0
2901,4,0,22,0.466,3,47,0.569,3,2,0,1,0,4.749289363,1.0,5.793312481337381,0.9817273476266009,-1.0
1690,4,0,32,0.434,3,39,0.876,3,2,0,0,1,5.451421995,1.0,5.438943251470853,0.9801247479761392,-1.0
4990,4,0,0,0.563,3,34,0.537,3,2,0,1,0,15.97965037,1.0,5.989214325960931,0.9812348764096578,-1.0
5999,4,0,403,0.308,3,52,0.261,3,3,0,0,0,12.18431997,1.0,5.227461196866873,0.9784567883235682,-1.0
5574,4,0,0,0.355,3,27,0.682,3,2,1,0,1,14.73361169,1.0,7.33936959663786,0.9844893205720484,-1.0
4429,4,0,855,0.261,3,38,0.493,3,3,0,0,0,49.71503664,2.0,3.7155738375453775,0.9690968384851468,-1.0
7570,3,1,0,0.05,6,44,0.554,3,3,0,1,0,28.79945272,1.0,4.470171705299169,0.9737568536900036,-1.0
7294,4,0,2028,0.162,3,33,0.478,3,2,0,1,0,12.23917176,2.0,5.522515093575595,0.9787179220973088,-1.0
8397,3,1,1,0.143,3,33,0.491,3,2,0,0,1,14.42104999,3.0,12.01423984145806,0.9901999503382972,-1.0
291,3,1,0,0.357,3,33,0.499,3,3,0,1,0,25.4396947,2.0,5.567787193887326,0.9787055149163812,-1.0
4318,3,1,29,0.359,4,55,0.426,3,3,0,0,0,34.24928296,3.0,5.413659379566322,0.9780849533567976,-1.0
3788,4,0,1333,0.371,3,36,0.572,3,2,0,1,0,12.79895305,2.0,6.427558171879379,0.9814988763328912,-1.0
1135,3,1,0,0.565,3,49,0.656,3,2,0,1,0,27.17606699,1.0,4.319207084602662,0.9724465036551868,-1.0
526,4,0,0,0.476,3,56,0.514,3,1,0,0,1,6.379966758,2.0,6.601251539961993,0.9819410445008268,-1.0
4623,5,0,1339,0.37,3,41,0.524,3,2,0,0,0,21.24608428,2.0,6.566376364491094,0.9817700240381324,-1.0
4000,4,0,555,0.191,3,47,0.641,3,3,0,1,0,31.19752845,2.0,5.0099760794226365,0.9759678241176768,-1.0
8963,3,1,0,0.519,3,47,0.63,3,2,0,1,0,26.71177825,2.0,5.560596320205185,0.9782976796987248,-1.0
1591,4,0,1733,0.371,3,41,0.465,3,3,0,1,0,47.95214208,1.0,3.7229284491785446,0.9673207152469552,-1.0
9464,3,1,0,0.369,3,23,0.471,3,3,0,1,0,28.64766734,2.0,4.761427394462307,0.9739664188398856,-1.0
5906,4,0,0,0.577,3,24,0.618,3,2,0,0,0,21.28798263,2.0,6.55592897873499,0.9810341617678516,-1.0
6198,5,1,22,0.468,3,50,0.798,3,2,0,0,1,9.523642985,2.0,6.190890529276476,0.9798512553934936,-1.0
5189,4,0,13,0.236,3,38,0.793,3,3,0,0,0,18.81163826,3.0,10.57684517678348,0.9880345909609626,-1.0
3687,4,0,580,0.483,3,46,0.543,3,2,0,1,0,25.56236401,1.0,4.767499271420994,0.97342185566467,-1.0
3828,3,1,0,0.0,3,36,0.541,3,3,0,1,0,30.31303863,1.0,4.39615642497734,0.9709875674648886,-1.0
8865,5,0,280,0.414,3,50,0.443,3,2,1,0,0,6.930338801,2.0,9.418484998939055,0.986434793063943,-1.0
8721,4,0,11,0.561,3,44,0.62,3,2,0,0,0,12.73458933,2.0,6.372667605098401,0.9795269639832344,-1.0
5932,4,0,0,0.488,3,30,0.579,3,2,0,1,0,30.31303863,2.0,5.38698922254148,0.9756445297948,-1.0
3986,4,0,1915,0.26,3,34,0.5,3,2,0,0,1,28.38297824,2.0,6.972789419910697,0.981177226523544,-1.0
2677,4,0,708,0.436,3,35,0.55,3,2,0,1,0,27.28165928,1.0,4.068669972392815,0.9672207017114238,-1.0
5469,4,0,0,0.494,3,46,0.547,3,2,0,1,0,28.11599063,3.0,7.6989304195140065,0.9824940545835692,-1.0
6896,4,0,8,0.294,3,49,0.599,3,3,1,0,1,12.85342044,2.0,10.29757562637567,0.9869111907895068,-1.0
8671,4,0,20,0.409,3,30,0.901,3,2,0,0,1,6.096382839,2.0,6.853075804345076,0.9800783835263908,-1.0
7194,4,0,33,0.383,3,38,0.898,3,3,0,0,1,8.864819622,3.0,9.766075658056154,0.9859625137093092,-1.0
1030,4,0,1730,0.342,3,49,0.427,3,3,0,1,0,27.28165928,1.0,4.83782072056992,0.9714840378476818,-1.0
4425,3,1,0,0.214,3,44,0.573,3,3,0,1,0,26.72617414,2.0,5.604983972287332,0.9752095628236722,-1.0
2595,4,0,1297,0.224,3,40,0.505,3,3,0,1,0,27.28165928,1.0,4.145265784942981,0.9659782833049608,-1.0
5548,4,0,24,0.56,3,33,0.622,3,2,0,1,0,21.02663077,1.0,5.508524421175211,0.9743931517604216,-1.0
5152,4,0,0,0.548,3,34,0.641,3,2,0,1,1,9.819778079,1.0,5.65039022717298,0.9750334939663552,-1.0
4162,3,1,0,0.538,3,38,0.827,3,2,0,1,0,27.25825429,1.0,4.272552928622623,0.966936839990294,-1.0
8935,5,1,1,0.303,6,41,0.857,3,3,0,0,0,12.74555478,1.0,5.720843385446281,0.9747277826371212,-1.0
1323,4,1,0,0.375,3,30,0.522,3,3,0,0,1,9.328558388,1.0,5.507331224740589,0.973567184840334,-1.0
5851,4,0,38,0.566,3,26,0.663,3,2,0,0,0,8.760329579,2.0,6.3224014386790826,0.9768875204769404,-1.0
1952,4,0,1930,0.388,3,49,0.747,3,2,0,1,0,30.31303863,1.0,4.196554329596212,0.9649546425260582,-1.0
1767,4,0,934,0.291,3,40,0.427,3,3,0,0,1,4.174995251,1.0,5.393914386859157,0.9719858404527196,-1.0
4176,4,0,2046,0.4,3,40,0.689,3,2,0,1,0,30.31303863,2.0,5.234207997774303,0.9709313601024082,-1.0
3398,3,1,9,0.455,3,31,0.488,3,2,0,0,1,17.67773353,2.0,6.890711230205183,0.97789425300047,-1.0
71,4,0,16,0.196,3,53,0.691,3,3,0,0,0,9.690787381,3.0,9.782237377369713,0.9840837657270234,-1.0
402,4,0,2148,0.232,3,42,0.512,3,3,0,1,0,27.90076376,1.0,4.634257337916464,0.966359639390252,-1.0
8297,4,0,23,0.485,3,54,0.659,3,2,0,0,1,14.78816692,1.0,5.512252863164052,0.9713671325146692,-1.0
6568,4,0,0,0.549,3,30,0.829,3,2,0,1,0,25.0848127,1.0,5.311898967240134,0.9700674681818776,-1.0
6521,4,0,2446,0.376,3,43,0.652,3,2,0,0,1,4.067295025,2.0,6.656673814480965,0.9760313187521752,-1.0
7162,4,0,30,0.547,3,40,0.667,3,2,0,0,1,4.979191608,1.0,5.512228318223207,0.9709936472227644,-1.0
6703,1,1,0,0.282,3,31,0.655,3,3,0,1,0,40.81455841,1.0,3.2744280230428062,0.9506064806415706,-1.0
4254,4,0,937,0.369,3,47,0.418,3,3,0,0,1,9.856690173,2.0,6.250229431220882,0.9740057464061826,-1.0
4477,4,0,0,0.542,3,31,0.511,3,2,0,1,0,28.47169086,2.0,4.881969273119136,0.9666261888062664,-1.0
5558,4,0,11,0.433,3,29,0.797,3,3,0,1,0,53.76325575,1.0,1.9937165263822665,0.9180702230704032,-1.0
2931,4,0,11,0.601,3,46,0.785,3,2,0,1,0,26.80720421,2.0,6.539775543763841,0.9748791312158004,-1.0
7188,4,0,519,0.075,3,34,0.452,3,3,0,0,0,14.72912256,1.0,6.147299958269263,0.9730925929354576,-1.0
5438,4,0,985,0.398,3,41,0.561,3,3,0,0,1,8.05214399,1.0,5.466164173194939,0.9696845634484268,-1.0
5111,4,0,16,0.473,3,47,0.281,3,2,0,0,0,3.280449954,2.0,7.145407541465164,0.9767825004895776,-1.0
1729,3,1,0,0.41,3,32,0.501,3,3,0,0,0,31.25368519,1.0,4.489677332732075,0.962967853602406,-1.0
3654,3,1,0,0.525,3,26,0.466,3,2,0,1,0,28.23085351,1.0,5.009048913363738,0.9667922571976238,-1.0
2345,4,0,1083,0.283,3,41,0.527,3,3,0,0,1,3.890570371,1.0,5.486449138703091,0.96961813015945,-1.0
7358,5,0,887,0.235,3,31,0.396,3,2,0,1,0,30.43571494,2.0,5.024179302712338,0.9667484192218292,-1.0
4733,4,0,26,0.321,3,30,0.265,3,3,0,0,0,9.714633902,2.0,6.337314946781159,0.9735848614346744,-1.0
8754,4,0,1537,0.41,3,49,0.466,3,2,1,1,0,14.16721426,2.0,7.362387266892702,0.9772575836782964,-1.0
4940,4,0,941,0.382,3,37,0.468,3,3,0,0,1,8.999808367,1.0,5.444167783356586,0.9692176528110414,-1.0
4641,4,0,879,0.382,3,45,0.427,3,3,0,0,1,4.925394987,1.0,5.436389220532073,0.9689477371591524,-1.0
4682,1,0,32,0.377,3,35,0.536,3,3,0,0,0,3.862548686,2.0,7.185545600821041,0.9764084426573114,-1.0
5714,4,0,1129,0.284,3,48,0.485,3,3,0,0,1,17.77637602,1.0,5.478105588818636,0.968778465425502,-1.0
3334,4,0,0,0.542,3,23,0.57,3,2,0,0,0,30.0891599,2.0,5.07990180986837,0.9657614686993125,-1.0
9850,4,0,14,0.439,3,25,0.503,3,2,0,0,1,2.287289551,1.0,5.750376029485895,0.969674970294693,-1.0
5098,4,0,852,0.347,3,52,0.509,3,3,0,0,1,7.796961091,2.0,6.268713718628639,0.9719929415871356,-1.0
4774,4,0,759,0.333,3,37,0.513,3,3,0,0,1,3.928641196,1.0,5.508552226425009,0.9679105232652482,-1.0
1396,4,0,0,0.323,3,30,0.54,3,3,0,1,0,28.1891182,3.0,7.4922946541521425,0.9760145741152796,-1.0
552,4,1,3,0.287,3,32,0.262,3,3,0,0,1,14.1154797,2.0,7.534331218753809,0.9761196264143608,-1.0
3253,3,1,0,0.54,3,27,0.745,3,2,0,0,0,8.4254685,2.0,6.287926905579985,0.9712003815075806,-1.0
1557,4,0,1001,0.386,3,34,0.341,3,3,0,0,1,7.377161825,1.0,5.435012166740174,0.966414256326018,-1.0
5113,3,1,565,0.557,3,27,0.56,3,2,0,0,0,23.12482922,1.0,5.709055017811874,0.9677469061721788,-1.0
6447,3,1,0,0.338,3,42,0.601,3,3,0,0,0,16.20873329,3.0,10.943130231776331,0.9831418499442968,-1.0
9560,4,0,697,0.433,3,31,0.635,3,2,0,0,1,8.540777145,1.0,5.593573479077559,0.9668312140101752,-1.0
9011,4,0,1166,0.19,3,40,0.503,3,3,0,0,1,4.067295025,2.0,6.403269942647504,0.970766925896106,-1.0
8342,4,0,16,0.438,3,59,0.801,3,2,0,1,0,28.05064841,1.0,4.281185785839411,0.9562405466131808,-1.0
5825,4,0,843,0.351,3,39,0.28,3,3,0,0,0,29.59081058,1.0,4.934534215694357,0.9619919497166682,-1.0
2001,3,1,0,0.232,3,42,0.32,3,2,0,0,1,1.876009535,2.0,6.282293508677351,0.9696990223527306,-1.0
639,3,1,0,0.57,3,39,0.798,3,2,0,0,0,4.630078615,2.0,7.130653872226243,0.9730738016587251,-1.0
2928,4,0,1608,0.154,3,39,0.4,3,3,0,0,0,18.64272626,2.0,6.880452890271306,0.9720709271470944,-1.0
2940,1,0,46,0.287,3,31,0.362,3,3,0,0,0,12.02260102,3.0,8.419014167244603,0.9771296334213168,-1.0
6445,3,1,21,0.563,3,43,0.667,3,2,0,0,1,4.393481329,2.0,6.781503235650503,0.9715197635036584,-1.0
2845,4,0,579,0.312,3,32,0.386,3,2,0,0,1,0.992404473,2.0,6.4335727958549285,0.9696378261144248,-1.0
8364,3,1,17,0.24,3,33,0.417,3,3,0,0,1,4.009882755,3.0,9.980016647789544,0.9804159610484005,-1.0
6401,4,0,761,0.418,3,33,0.633,3,2,0,1,0,27.28165928,2.0,5.449364950493552,0.96411673441587,-1.0
4054,4,0,2295,0.556,3,52,0.559,3,2,0,1,0,37.91922201,1.0,2.335528887022969,0.9162106376674134,-1.0
2251,1,1,0,0.316,3,27,0.457,3,3,0,1,0,30.31303863,2.0,5.1958302133708445,0.9622200817881178,-1.0
5704,4,0,531,0.555,3,49,0.594,3,2,0,0,0,13.74083818,2.0,7.534490151809423,0.973837738571299,-1.0
3368,4,0,0,0.287,3,27,0.576,3,3,0,0,0,7.214876545,2.0,6.79055298711397,0.9705235255676936,-1.0
8492,3,1,20,0.209,3,27,0.318,3,3,0,1,0,25.0848127,1.0,4.984291453858425,0.9597996095372228,-1.0
926,4,0,1580,0.396,3,36,0.328,3,3,0,0,0,20.06306739,1.0,5.065580767923912,0.9598967220690708,-1.0
9910,5,0,24,0.601,3,26,0.842,3,2,0,1,0,25.0848127,1.0,5.242065103273031,0.9611542737619532,-1.0
5680,4,0,0,0.27,3,27,0.499,3,3,0,0,1,4.623223471,1.0,5.420929043426631,0.9623452822391242,-1.0
1822,4,0,1230,0.0,3,34,0.625,3,3,0,1,0,28.46320539,2.0,5.000848588300569,0.9591471051028568,-1.0
228,4,0,17,0.376,6,29,0.441,3,3,0,1,0,25.65760776,1.0,5.135883707984973,0.9602129745000364,-1.0
6814,3,1,0,0.449,3,44,0.518,3,2,0,0,1,27.80921785,1.0,6.623192453005276,0.9690034399796308,-1.0
8489,4,0,0,0.547,3,28,0.65,3,1,0,1,0,8.604552497,1.0,5.311070028837551,0.9613047650091516,-1.0
4756,5,1,496,0.654,3,40,0.764,3,2,0,1,0,26.71177825,1.0,3.8068533938253086,0.9455660655151626,-1.0
9884,4,0,1014,0.354,3,31,0.6,3,2,0,0,1,15.86844127,1.0,5.747945249726007,0.963809928639652,-1.0
5994,4,0,1194,0.313,3,37,0.714,3,3,1,1,1,3.939381726,1.0,4.784058081186507,0.9561880062008656,-1.0
2491,3,1,18,0.387,3,52,0.677,3,2,0,0,1,2.979996955,2.0,6.917531756785322,0.969696140485809,-1.0
4194,4,0,13,0.318,3,30,0.815,3,3,0,0,0,12.78182121,2.0,6.502312496835036,0.9676676689126336,-1.0
2213,4,0,19,0.22,3,33,0.791,3,3,0,0,0,15.17011061,3.0,11.253178379208933,0.9811515805484814,-1.0
4146,4,0,1811,0.294,3,36,0.448,3,3,0,1,0,27.47604449,3.0,6.936558171707986,0.969380931196565,-1.0
2716,4,0,58,0.389,3,49,0.889,3,3,0,0,0,3.271462718,2.0,7.19291058436716,0.9701711589070412,-1.0
6895,4,0,1042,0.182,3,48,0.554,3,3,0,1,0,25.56236401,3.0,8.199523788634547,0.9733378860387464,-1.0
2022,1,1,0,0.148,3,34,0.575,3,3,0,0,1,6.20958932,1.0,5.458302994385825,0.9599053493485836,-1.0
7853,4,0,1157,0.399,3,48,0.74,3,3,0,0,0,7.866314848,1.0,5.522200908302247,0.9603641562968716,-1.0
5782,4,0,1221,0.414,3,51,0.562,3,1,0,0,1,4.858492888,3.0,10.29758754116457,0.9787440790212252,-1.0
7504,4,0,2226,0.394,3,33,0.526,3,3,0,1,0,28.25362103,1.0,4.285947132021599,0.9488703035443574,-1.0
6600,4,0,350,0.499,3,37,0.527,3,2,0,0,0,6.614789061,2.0,6.972475275082828,0.9681438889605442,-1.0
326,4,0,33,0.6,3,34,0.572,3,2,0,0,0,9.259238438,3.0,9.63346932523689,0.976834134120604,-1.0
5634,1,1,24,0.193,3,29,0.514,3,3,0,0,0,28.82959294,2.0,4.403339652787938,0.9492737325205448,-1.0
1462,3,1,7,0.295,3,45,0.683,3,3,0,0,1,2.387480252,2.0,6.800872281300226,0.9671521799036442,-1.0
3437,1,1,0,0.271,3,11,0.622,3,3,0,1,0,27.28165928,1.0,4.168391157775575,0.945950652510363,-1.0
1513,4,0,18,0.457,3,31,0.629,3,3,0,0,0,27.30747264,1.0,3.9368982500801866,0.942653976437406,-1.0
490,1,0,0,0.085,3,48,0.549,3,3,0,0,0,29.35269355,3.0,6.988758779960127,0.9675879885122164,-1.0
4551,4,0,0,0.598,3,48,0.707,3,2,0,0,1,23.41517417,3.0,9.419311749036126,0.9759296152869344,-1.0
9539,3,1,0,0.341,3,32,0.78,3,3,0,1,0,30.31303863,3.0,7.617975367725229,0.9701907938820266,-1.0
1771,3,1,10,0.0,3,51,0.722,3,3,0,0,1,20.25872161,2.0,6.966385244993186,0.9673764590031974,-1.0
2660,5,1,16,0.389,3,36,0.791,3,3,0,0,0,3.543439798,1.0,6.084223496838351,0.962578531439958,-1.0
4424,4,0,72,0.313,3,41,0.472,3,3,0,1,0,25.4396947,2.0,5.603581874234462,0.9592620931106752,-1.0
9189,4,0,1817,0.409,3,47,0.389,3,3,0,1,0,28.11599063,2.0,4.998250417436186,0.954286879322482,-1.0
7000,5,0,956,0.34,3,51,0.409,3,3,0,1,0,25.64839167,3.0,8.280641569401574,0.9723799060564124,-1.0
6606,1,1,0,0.179,3,46,0.277,3,2,0,0,0,18.27100004,2.0,7.3417938737683555,0.9687724583065676,-1.0
1004,1,1,0,0.392,3,27,0.406,3,3,0,1,0,27.28165928,2.0,5.490220011898094,0.9581326789660166,-1.0
3254,4,0,61,0.351,3,56,0.565,3,3,0,1,0,27.28165928,2.0,5.51065570976368,0.9582439518415944,-1.0
3348,4,0,682,0.278,3,36,0.871,3,2,0,0,1,4.478450915,3.0,10.599852859917837,0.9781389444697832,-1.0
696,4,0,1486,0.32,3,47,0.577,3,3,0,0,1,4.801771444,2.0,6.424595053607987,0.9638081384379134,-1.0
2428,1,0,0,0.423,6,44,0.425,3,2,0,1,0,25.56236401,3.0,8.027933966856471,0.970890957868518,-1.0
6022,3,1,1,0.423,3,43,0.277,3,3,0,0,1,7.15213598,1.0,5.599918623722808,0.9578168659375268,-1.0
8808,4,0,2449,0.347,3,51,0.66,3,3,0,1,0,35.00939954,2.0,3.23983945286479,0.9269055415951076,-1.0
9510,4,0,980,0.248,3,42,0.871,3,3,0,1,0,25.0848127,1.0,5.234655356962205,0.954728190326139,-1.0
3246,4,0,33,0.507,3,30,0.631,3,2,0,1,0,20.22927931,2.0,6.473751915268873,0.9630021947563115,-1.0
6808,3,1,7,0.343,3,30,0.71,3,3,0,0,1,7.231827728,2.0,6.599348925076073,0.9635669640973256,-1.0
6135,4,0,2517,0.41,3,45,0.521,3,2,1,1,0,14.16721426,2.0,7.493989538911364,0.9678477963892124,-1.0
9365,4,0,443,0.407,3,33,0.424,3,3,0,1,0,28.1891182,1.0,5.1021925746269945,0.9527183115380776,-1.0
8214,5,1,13,0.286,3,51,0.815,3,3,0,1,0,28.05064841,3.0,8.01609478715467,0.9698289070156848,-1.0
559,3,1,0,0.195,3,29,0.786,3,3,0,0,0,11.88818423,1.0,5.228362978691823,0.9536557459423112,-1.0
